date,ipod,iphone,ipad,imac,macbook,apple watch,icloud,ios,osx,wwdc
2004-01-04,879.9481249103025,0.0,391.0092785884031,0.0,0.0,0.0,0.0,195.50463929420155,195.32902065936372,0.0
2004-01-11,954.254780945383,0.0,715.7631738522393,477.1754492348262,0.0,0.0,0.0,158.14431536474711,477.1754492348262,0.0
2004-01-18,312.28431180450514,156.47692080670635,546.4503585451907,702.3093917712833,0.0,0.0,0.0,155.80922216633184,234.16604674068554,0.0
2004-01-25,1220.475644815245,152.50281870290297,381.2816911131686,533.9049975600888,0.0,0.0,0.0,152.55945560190563,381.4660744492566,0.0
2004-02-01,581.9485289681127,0.0,166.04609220947177,166.28536612024394,0.0,0.0,0.0,166.04609220947177,249.478301633107,0.0
2004-02-08,662.2592339416043,0.0,146.237710717817,220.72342579906717,0.0,0.0,0.0,0.0,220.72342579906717,0.0
2004-02-15,356.71414596369084,0.0,499.58955738576753,214.01123730215988,0.0,0.0,0.0,214.09748868243284,283.6831708953724,0.0
2004-02-22,273.94698869859377,182.95955367140206,273.94698869859377,182.5945383429644,0.0,0.0,0.0,182.5945383429644,182.23053769821965,0.0
2004-02-29,225.44657664379133,0.0,223.4231892130389,227.50443597458417,0.0,0.0,0.0,227.50443597458417,338.1017336339723,0.0
2004-03-07,302.18461589995917,0.0,908.2411448250147,302.18461589995917,0.0,0.0,0.0,0.0,302.4657405984975,0.0
2004-03-14,617.6645577265614,123.41464990370116,494.44539004560806,494.1465863652663,0.0,0.0,0.0,123.77099298577153,123.41464990370116,0.0
2004-03-21,234.58058881056792,0.0,351.9417749018025,234.45010641673977,0.0,0.0,0.0,0.0,469.42274922775954,0.0
2004-03-28,537.9910447760482,0.0,478.0295861101527,119.31065137450224,0.0,0.0,0.0,119.81329116293611,179.37852458381352,0.0
2004-04-04,137.85784715535297,276.69649541371217,206.8284322160018,138.34824770685609,0.0,0.0,0.0,0.0,137.3714971413838,0.0
2004-04-11,306.5846856482816,0.0,510.8097950125414,306.4611748473356,0.0,0.0,0.0,204.62181411419868,408.8207511313575,0.0
2004-04-18,240.46261771539886,0.0,362.5019135629053,240.5353089541278,0.0,0.0,0.0,239.41189184851999,239.41189184851999,0.0
2004-04-25,578.0119723058492,0.0,346.6334402916831,289.04092190223287,0.0,0.0,0.0,115.60239446116982,346.8071833835095,0.0
2004-05-02,402.20324523861535,0.0,287.1987700756643,114.86562279330067,0.0,0.0,0.0,115.12895602646255,402.06439286896494,0.0
2004-05-09,560.7115090059083,112.14230180118166,449.46147987163044,168.60748955891714,0.0,0.0,0.0,225.24744577371743,112.14230180118166,0.0
2004-05-16,697.5615784173355,0.0,214.68423865723838,268.4526166527616,0.0,0.0,0.0,642.108855883758,215.3369179311352,0.0
2004-05-23,261.98159662976457,104.74315279787012,314.1373189966955,104.74315279787012,0.0,0.0,0.0,209.53232590735536,209.57261430596836,0.0
2004-05-30,314.1307501605705,0.0,209.3150410980295,157.00209967487473,0.0,0.0,0.0,157.00209967487473,209.37831650343998,0.0
2004-06-06,463.31771408672176,0.0,173.73539036990755,231.76388599471798,0.0,0.0,0.0,462.9145513025237,173.73539036990755,0.0
2004-06-13,159.35986816812922,0.0,106.26132065860747,105.73345279407981,0.0,0.0,0.0,106.79513379787223,318.91241325495037,0.0
2004-06-20,319.8077790553011,0.0,266.47426659171185,107.38085199146519,0.0,0.0,0.0,0.0,266.4098346829669,0.0
2004-06-27,107.98436188554247,0.0,215.80097955938956,377.8473659993211,0.0,0.0,0.0,107.98436188554247,377.91263306603946,0.0
2004-07-04,342.1829628487015,113.45867064380543,226.91734128761087,228.1909150859679,0.0,0.0,0.0,228.1909150859679,228.12197523246766,0.0
2004-07-11,546.1843875162451,0.0,0.0,136.2504043368236,0.0,0.0,0.0,273.4371406053571,204.6850946268967,0.0
2004-07-18,402.6069836204807,0.0,230.6800202106845,172.5657129448631,0.0,0.0,0.0,346.0200303160267,229.97175079931802,0.0
2004-07-25,514.0524344577173,114.28494367102415,171.35081148590575,342.632592531088,0.0,0.0,0.0,0.0,399.9106007214114,0.0
2004-08-01,314.99507263869947,0.0,209.97556951648275,262.3584476216899,0.0,0.0,0.0,104.48549234652972,262.4218843496405,0.0
2004-08-08,396.5742897645193,98.68026631542446,99.64091758482985,198.37704384472698,0.0,0.0,0.0,99.15855560154104,148.76779972313403,0.0
2004-08-15,567.0433449282683,0.0,188.7741198905476,188.9382942206599,0.0,0.0,0.0,141.77511512371012,236.27282001732613,0.0
2004-08-22,507.08576442841746,0.0,183.10607127573428,368.85044805179746,0.0,0.0,0.0,185.76189336377817,184.36948959736264,0.0
2004-08-29,553.1785500285126,0.0,138.29463750712816,230.5096411365664,0.0,0.0,0.0,138.35037338118647,92.3399947878844,0.0
2004-09-05,365.8161205643908,0.0,104.41838535100106,313.59277022092266,0.0,0.0,0.0,365.8161205643908,104.60162148579977,0.0
2004-09-12,308.9054831512345,0.0,176.58601083383036,264.79899237876646,0.0,0.0,0.0,220.74585085428447,264.79899237876646,0.0
2004-09-19,219.18474586227356,0.0,87.44434216949308,306.922241304453,0.0,0.0,0.0,175.36899572224215,174.88868433898617,0.0
2004-09-26,396.64351610203903,0.0,88.71317846354802,396.80332949200056,0.0,0.0,0.0,132.1789912806882,220.3160758444761,0.0
2004-10-03,355.9490592109297,0.0,88.97424493344407,177.94763304666097,0.0,0.0,0.0,222.58247238174766,89.02716497849697,0.0
2004-10-10,570.7863348192815,0.0,456.5594480440075,228.17606271013474,0.0,0.0,0.0,285.272055786071,342.3678532053832,0.0
2004-10-17,556.362103434399,0.0,428.0305503858144,171.21222015432576,0.0,0.0,0.0,256.8183302314887,171.26396153243223,0.0
2004-10-24,601.0172281973528,0.0,1753.234343820411,100.20325871954692,0.0,0.0,0.0,300.6097761586408,300.4783392030388,0.0
2004-10-31,961.9843354714449,0.0,1683.3999120829255,240.39433887891678,0.0,0.0,0.0,192.3852390955525,95.70342069051262,0.0
2004-11-07,306.12773878983444,0.0,489.1339448579544,244.81341010345287,0.0,0.0,0.0,305.97977057581,122.2834862144886,0.0
2004-11-14,613.0508740129764,0.0,613.1126236981107,255.50475966430224,0.0,0.0,0.0,204.39145779441492,101.73834453416735,0.0
2004-11-21,413.90602353427533,0.0,414.1562236331294,248.3736381324277,0.0,0.0,0.0,124.21183907609925,248.3736381324277,0.0
2004-11-28,715.2576802365604,0.0,294.5836848884698,170.0518852334582,0.0,0.0,0.0,252.48577040507718,294.43111014555205,0.0
2004-12-05,1034.7863922635001,179.25020589411844,404.82419726505043,224.97484440452692,0.0,0.0,0.0,89.97906087321927,134.94139908835015,0.0
2004-12-12,853.018833182914,0.0,331.81547540403164,331.7581892932104,0.0,0.0,0.0,521.2033577788823,142.19844858589624,0.0
2004-12-19,570.7069412993925,114.18279634558859,856.3364658538227,113.75358377797696,0.0,0.0,0.0,114.18279634558859,399.74330742383535,0.0
2004-12-26,882.8165445112986,0.0,950.5992230143047,339.40590970669626,0.0,0.0,0.0,135.81161560184512,339.57008210391825,0.0
2005-01-02,776.9459127403587,96.61581354440119,679.6149363614868,194.2511497220777,0.0,0.0,0.0,194.19246357412544,291.17132306528356,0.0
2005-01-09,1058.667198182741,0.0,1196.7638994552092,230.08699054793396,0.0,0.0,0.0,276.08213518566697,230.08699054793396,0.0
2005-01-16,1123.6476593664079,0.0,629.17314633881,359.4498973427372,0.0,0.0,0.0,89.63773720931749,269.61458820485683,0.0
2005-01-23,1377.6647849440585,0.0,1199.9518431112913,311.118523092205,0.0,0.0,0.0,133.298136917338,399.9481329230639,0.0
